name,species,heat,region,origin,min_shu,max_shu,min_jrp,max_jrp,link,source_name
7 Pot Jonah,chinense,super hot,Central America and the Caribbean,Trinidad,800000.0,1200000,100.0,480.0,https://www.pepperscale.com/7-pot-jonah/,PepperScale
7 Pot Bubblegum,chinense,super hot,Europe,United Kingdom,850000.0,1000000,106.0,400.0,https://www.pepperscale.com/7-pot-bubblegum/,PepperScale
Ghost Pepper,chinense,super hot,Asia,India,855000.0,1041427,107.0,417.0,http://www.pepperscale.com/ghost-pepper,PepperScale
Naga Viper,chinense,super hot,Europe,United Kingdom,900000.0,1382118,113.0,553.0,https://www.pepperscale.com/naga-viper/,PepperScale
7 Pot Douglah,chinense,super hot,Central America and the Caribbean,Trinidad,923889.0,1853986,109.0,742.0,https://www.pepperscale.com/7-pot-douglah/,PepperScale
Naga Morich,chinense,super hot,Asia,India,1000000.0,1500000,125.0,600.0,http://www.pepperscale.com/naga-morich,PepperScale
Dorset Naga,chinense,super hot,Europe,United Kingdom,1000000.0,1598227,125.0,639.0,http://www.pepperscale.com/dorset-naga,PepperScale
Trinidad 7 Pot Pepper,chinense,super hot,Central America and the Caribbean,Trinidad,1000000.0,1200000,125.0,480.0,https://www.pepperscale.com/7-pot-pepper/,PepperScale
7 Pot Brain Strain,chinense,super hot,Central America and the Caribbean,Trinidad,1000000.0,1350000,125.0,540.0,https://www.pepperscale.com/7-pot-brain-strain/,PepperScale
7 Pot Barrackpore,chinense,super hot,Central America and the Caribbean,Trinidad,1000000.0,1300000,125.0,520.0,https://www.pepperscale.com/7-pot-barrackpore/,PepperScale
Infinity Pepper,chinense,super hot,Europe,United Kingdom,1067286.0,1250000,133.0,500.0,http://www.pepperscale.com/infinity-pepper,PepperScale
Trinidad Moruga Scorpion,chinense,super hot,Central America and the Caribbean,Trinidad,1200000.0,2000000,150.0,800.0,http://www.pepperscale.com/trinidad-moruga-scorpion,PepperScale
Trinidad Scorpion Chocolate,chinense,super hot,Central America and the Caribbean,Trinidad,1200000.0,2000000,150.0,800.0,http://www.pepperscale.com/trinidad-scorpion-chocolate,PepperScale
Carolina Reaper,chinense,super hot,North America,United States,1400000.0,2200000,175.0,880.0,http://www.pepperscale.com/carolina-reaper,PepperScale
Komodo Dragon Pepper,chinense,super hot,Europe,United Kingdom,1400000.0,2200000,175.0,880.0,https://www.pepperscale.com/komodo-dragon-pepper/,PepperScale
Pepper Spray,,super hot,,,2000000.0,5300000,250.0,2120.0,http://www.pepperscale.com/pepper-spray,PepperScale
Pure Capsaicin,,super hot,,,15000000.0,16000000,1875.0,6400.0,http://www.pepperscale.com/capsaicin,PepperScale
Dragon’s Breath Pepper,chinense,super hot,Europe,United Kingdom,,2480000,310.0,992.0,https://www.pepperscale.com/dragons-breath-pepper/,PepperScale
Dragon's Breath Pepper,,,,United Kingdom,,2480000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Carolina Reaper Pepper,,,,United States,1569300.0,2200000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Trinidad Scorpion Butch T Pepper,,,,Australia,,1463700,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Naga Viper Pepper,,,,United Kingdom,,1382118,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Naga Bhut Jolokia Pepper,,,,,,1041427,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Dorset Naga Pepper,,,,,,923000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Naga Jolokia Pepper,,,,,,855000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Red Savina Habanero Pepper,,,,,350000.0,577000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Habanero Pepper,,,,,100000.0,350000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Scotch Bonnet Pepper,,,,,100000.0,325000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Birds Eye Pepper,,,,,100000.0,225000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Jamaican Hot Pepper,,,,,100000.0,200000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Carolina Cayenne Pepper,,,,,100000.0,125000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Bahamian Pepper,,,,,95000.0,110000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Tabiche Pepper,,,,,85000.0,115000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Red Amazon Pepper,,,,,75000.0,80000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Thai Pepper,,,,,50000.0,100000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Chiltepin Pepper,,,,,50000.0,100000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Piquin Pepper,,,,,40000.0,58000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Super Chile Pepper,,,,,40000.0,50000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Santaka Pepper,,,,,40000.0,50000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Cayenne Pepper,,,,,30000.0,50000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Tabasco Pepper,,,,,30000.0,50000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
De Arbol Pepper,,,,,15000.0,30000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Manzano Pepper,,,,,12000.0,30000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Serrano Pepper,,,,,6000.0,23000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Hot Wax Pepper,,,,,5000.0,10000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Chipotle Pepper,,,,,5000.0,10000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Santaka Pepper,,,,,2500.0,8000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Jalapeño Pepper,,,,,2500.0,5000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Guajilla Pepper,,,,,2500.0,5000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Rocotilla Pepper,,,,,1500.0,2500,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Pasilla Pepper,,,,,1000.0,2000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Ancho Pepper,,,,,1000.0,2000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Poblano Pepper,,,,,1000.0,2000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Coronado Pepper,,,,,700.0,1000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Anaheim Pepper,,,,,500.0,2500,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
New Mexico Pepper,,,,,500.0,1000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Santa Fe Grande Pepper,,,,,400.0,700,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Cubanelle Pepper,,,,,100.0,1000,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Oncini Pepper,,,,,100.0,500,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Pimento Pepper,,,,,100.0,500,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Sweet Bell Pepper,,,,,,0,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
All Sweet Bells,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aconcagua,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Chuncho,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aladdin,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Branco Diamante,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Carliston,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Carmagnola Rosso,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Corno Verde,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Corona,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cuneo Giallo,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Diamond White,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dove,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Early Sunsation,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Etham,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Figaro,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Filfil Darah,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Fushimi,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Gigante,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Greygo,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hershey,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hungarian Wax,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Islander,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jimmy Nardello,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jingle Bells,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jupiter,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kaala,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kandil,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Marconi Purple,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Conquistador,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Orage Sun,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pimento,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Purple Beauty,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Quadrato D'Asti,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Sweet Banana,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Tangerine,,,,,,0,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hot Navajo,,,,,50.0,150,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Paprika-Super Red,,,,,50.0,200,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hot Cherry,annuum,low-medium,,,50.0,500,,,http://ushotstuff.com/pepper-seeds/RedCherrySeeds.htm,Uncle Steve's Hot Stuff
Avalon Button,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Babura Zelena,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Baldi,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cachucha,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cambuci,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Catarina,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
